OBJECT_ID;OBJECT_NAME;Study Person Last Name;Study Person First Name;Study Person Mid Initials;Study Person Email;Study Person Phone;Study Person Fax;Study Person Address;Study Person Affiliation;Study Person Roles;Study Person Roles Term Accession Number;Study Person Roles Term Source REF;Comment[<Study Person ORCID>]
1302;Mitochondria in HeLa cells;Jüngst;Christian;;;;;Joseph-Stelzmann-Str. 26, 50931 Köln, Germany;CECAD Cluster of Excellence, University of Cologne;co-investigator;;;
