OBJECT_ID;OBJECT_NAME;Study Protocol Name;Study Protocol Type;Study Protocol Type Term Accession Number;Study Protocol Type Term Source REF;Study Protocol Description;Study Protocol URI;Study Protocol Version;Study Protocol Parameters Name;Study Protocol Parameters Term Accession Number;Study Protocol Parameters Term Source REF;Study Protocol Components Name;Study Protocol Components Type;Study Protocol Components Type Term Accession Number;Study Protocol Components Type Term Source REF
1302;Mitochondria in HeLa cells;Cell embedding for electron microscopy;;;;Cell embedding;;;;;;;;;
