OBJECT_ID;OBJECT_NAME;Term Source Name;Term Source File;Term Source Version;Term Source Description
1302;Mitochondria in HeLa cells;CHMO;http://purl.obolibrary.org/obo/chmo.owl;http://purl.obolibrary.org/obo/chmo/releases/2022-04-19/chmo.owl;Chemical Methods Ontology
