OBJECT_ID;OBJECT_NAME;Investigation Publication PubMed ID;Investigation Publication DOI;Investigation Publication Author List;Investigation Publication Title;Investigation Publication Status;Investigation Publication Status Term Accession Number;Investigation Publication Status Term Source REF
1302;Mitochondria in HeLa cells;36344526; 10.1038/s41467-022-34205-9 ;Sen A, Kallabis S, Gaedke F, Jüngst C, Boix J, Nüchel J, Maliphol K, Hofmann J, Schauss AC, Krüger M, Wiesner RJ, Pla-Martín D.;Mitochondrial membrane proteins and VPS35 orchestrate selective removal of mtDNA.;published;http://www.ebi.ac.uk/efo/EFO_0001796;EFO
