OBJECT_ID;OBJECT_NAME;Investigation Identifier;Investigation Title;Investigation Description;Investigation Submission Date;Investigation Public Release Date
1302;Mitochondria in HeLa cells;847;Mitochondria in HeLa cells;Observation of MDV formation in Mitochondria;8.11.2022;
