OBJECT_ID;OBJECT_NAME;Term Source Name;Term Source File;Term Source Version;Term Source Description
1302;Mitochondria in HeLa cells;SCoRO;http://svn.code.sf.net/p/sempublishing/code/SCoRO/2017-09-04-SCoRO-1_9_1.owl;http://purl.org/spar/scoro/2017-09-04;SCoRO, the Scholarly Contributions and Roles Ontology
