OBJECT_ID;OBJECT_NAME;Study Identifier;Study Title;Study Description;Study Submission Date;Study Public Release Date;Study File Name
1302;Mitochondria in HeLa cells;Mitochondria in HeLa cells 847;Mitochondria in HeLa cells;Observation of MDV formation in Mitochondria;8.11.2022;;isa.study_HeLa_cells.xlsx
