OBJECT_ID;OBJECT_NAME;Term Source Name;Term Source File;Term Source Version;Term Source Description
1302;Mitochondria in HeLa cells;EFO;http://www.ebi.ac.uk/efo/releases/v3.14.0/efo.owl;v3.49.0;Experimental Factor Ontology
