OBJECT_ID;OBJECT_NAME;Term Source Name;Term Source File;Term Source Version;Term Source Description
1302;Mitochondria in HeLa cells;UO;http://purl.obolibrary.org/obo/uo.owl;http://purl.obolibrary.org/obo/uo/releases/2023-05-25/uo.owl;Units of measurement ontology
