OBJECT_ID;OBJECT_NAME;Term Source Name;Term Source File;Term Source Version;Term Source Description
1302;Mitochondria in HeLa cells;DPBO;https://raw.githubusercontent.com/nfdi4plants/nfdi4plants_ontology/main/dpbo.obo;init/2020-12-01;DataPLANT biology ontology
