OBJECT_ID;OBJECT_NAME;Term Source Name;Term Source File;Term Source Version;Term Source Description
1302;Mitochondria in HeLa cells;OME-core;https://gitlab.com/openmicroscopy/incubator/ome-owl/-/blob/bd02745587446276cbce5e3f6d2e8fef76530f57/ontology/owl/ome_core/ome_core.owl.ttl;2016-06;OME data model core ontology
