OBJECT_ID;OBJECT_NAME;Term Source Name;Term Source File;Term Source Version;Term Source Description
1302;Mitochondria in HeLa cells;OBI;http://purl.obolibrary.org/obo/obi.owl;http://purl.obolibrary.org/obo/obi/2023-09-20/obi.owl;Ontology for Biomedical Investigations
